device_id,device_name,device_type,timestamp,temperature,humidity,distance,motion,servo_state,led_states,tx_bytes,rx_bytes,connections,status,alert_type,severity,label
esp32-001,ESP32 Main Controller,esp32,2025-01-01 01:58:19,31.18,48.71,123.75,True,open,"{'red_led': np.False_, 'green_led': np.False_}",2575,7514,1,online,temperature_anomaly,medium,anomaly
led-green-001,Green LED Indicator,actuator,2025-01-01 06:18:09,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 18:06:56,26.29,40.46,70.35,False,,,0,0,0,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 09:05:02,19.45,79.24,176.01,False,,,0,0,0,online,temperature_anomaly,medium,anomaly
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 12:43:24,19.85,44.57,13.56,False,,,0,0,0,online,temperature_anomaly,medium,anomaly
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 22:27:23,27.01,47.22,98.74,False,,,0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 10:56:25,25.22,75.77,135.65,False,moving,"{'red_led': np.True_, 'green_led': np.False_}",9414,3967,3,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 09:35:51,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 16:05:23,26.43,71.81,165.85,False,,,0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 07:07:44,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,online,temperature_anomaly,medium,anomaly
led-red-001,Red LED Indicator,actuator,2025-01-01 15:37:29,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 04:30:47,24.75,58.7,190.29,True,,,0,0,0,online,temperature_anomaly,medium,anomaly
led-green-001,Green LED Indicator,actuator,2025-01-01 07:36:23,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,offline,distance_alert,medium,anomaly
led-green-001,Green LED Indicator,actuator,2025-01-01 20:42:52,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 16:51:41,30.91,72.03,23.15,True,closed,"{'red_led': np.True_, 'green_led': np.False_}",1688,5196,1,online,temperature_anomaly,medium,anomaly
esp32-001,ESP32 Main Controller,esp32,2025-01-01 04:42:06,23.2,46.06,40.98,True,moving,"{'red_led': np.False_, 'green_led': np.False_}",4284,4458,2,online,temperature_anomaly,medium,anomaly
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 08:25:31,24.59,60.75,193.83,False,,,0,0,0,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 04:48:16,26.42,66.56,177.91,True,,,0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 10:18:27,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,offline,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 14:39:00,25.56,52.62,177.68,False,open,"{'red_led': np.False_, 'green_led': np.True_}",5485,5040,1,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 07:40:50,29.84,44.11,70.83,False,open,"{'red_led': np.False_, 'green_led': np.False_}",4836,3374,1,online,distance_alert,medium,anomaly
led-red-001,Red LED Indicator,actuator,2025-01-01 06:14:08,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,online,motion_detected,low,anomaly
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 10:37:21,22.68,51.16,102.79,False,,,0,0,0,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 00:06:29,20.52,62.37,172.51,False,,,0,0,0,offline,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 02:10:05,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,offline,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 16:08:03,21.65,51.15,151.86,False,open,"{'red_led': np.True_, 'green_led': np.False_}",7406,3355,1,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 14:51:09,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 18:38:36,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 01:13:31,28.19,64.88,49.28,False,closed,"{'red_led': np.True_, 'green_led': np.True_}",1945,7299,1,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 12:55:55,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 21:18:52,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 14:28:25,22.77,71.16,17.49,True,,,0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 16:10:07,22.19,63.72,102.89,True,moving,"{'red_led': np.True_, 'green_led': np.True_}",2846,5945,2,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 08:35:51,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,temperature_anomaly,medium,anomaly
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 22:34:58,23.69,40.74,44.33,False,,,0,0,0,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 02:50:32,29.54,44.79,59.93,False,,,0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 19:00:47,28.78,60.14,87.69,False,closed,"{'red_led': np.True_, 'green_led': np.False_}",7451,9195,4,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 15:31:36,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 02:03:53,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 00:54:27,26.7,71.5,109.81,False,closed,"{'red_led': np.False_, 'green_led': np.True_}",7286,6580,1,offline,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 08:18:48,19.02,50.77,24.13,False,moving,"{'red_led': np.False_, 'green_led': np.False_}",4483,4540,2,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 11:57:00,26.75,70.06,176.34,False,,,0,0,0,online,temperature_anomaly,medium,anomaly
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 13:02:17,21.57,59.19,116.58,False,,,0,0,0,online,temperature_anomaly,medium,anomaly
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 23:57:13,18.92,57.36,120.69,False,,,0,0,0,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 10:19:03,28.02,66.37,142.94,False,,,0,0,0,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 11:07:25,28.72,67.08,79.82,False,,,0,0,0,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 02:11:58,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,distance_alert,medium,anomaly
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 07:44:29,28.0,54.38,188.31,False,,,0,0,0,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 11:16:35,21.13,67.62,88.54,False,,,0,0,0,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 05:12:55,29.23,58.59,58.43,False,,,0,0,0,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 00:39:46,19.54,53.86,120.12,False,,,0,0,0,online,distance_alert,medium,anomaly
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 03:15:46,26.68,43.77,152.65,False,,,0,0,0,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 15:29:56,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 04:09:43,20.4,54.88,176.99,False,closed,"{'red_led': np.False_, 'green_led': np.True_}",5279,3759,4,online,temperature_anomaly,medium,anomaly
led-red-001,Red LED Indicator,actuator,2025-01-01 23:24:56,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 10:10:29,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,temperature_anomaly,medium,anomaly
led-red-001,Red LED Indicator,actuator,2025-01-01 07:53:10,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 18:33:18,31.28,60.83,121.11,False,open,"{'red_led': np.True_, 'green_led': np.True_}",7174,4234,4,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 20:12:35,24.98,47.35,157.59,False,closed,"{'red_led': np.False_, 'green_led': np.True_}",3004,8729,4,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 05:56:02,18.57,58.75,122.26,True,,,0,0,0,online,temperature_anomaly,medium,anomaly
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 13:28:23,25.21,59.39,168.02,False,,,0,0,0,online,distance_alert,medium,anomaly
esp32-001,ESP32 Main Controller,esp32,2025-01-01 07:23:50,21.49,50.92,117.16,False,closed,"{'red_led': np.True_, 'green_led': np.False_}",9468,8032,3,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 15:15:02,25.13,77.55,38.23,False,,,0,0,0,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 19:25:27,18.9,64.85,129.37,False,,,0,0,0,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 21:27:24,23.0,76.01,105.35,False,,,0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 14:36:46,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,online,temperature_anomaly,medium,anomaly
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 02:12:03,20.92,56.19,187.53,False,,,0,0,0,online,distance_alert,medium,anomaly
led-green-001,Green LED Indicator,actuator,2025-01-01 00:19:12,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 12:52:58,18.19,76.2,64.22,False,open,"{'red_led': np.True_, 'green_led': np.False_}",5603,6579,1,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 14:20:27,23.29,43.86,183.23,False,,,0,0,0,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 00:20:53,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,offline,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 19:12:03,24.59,48.15,10.82,False,,,0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 05:00:56,31.64,40.95,18.72,True,open,"{'red_led': np.True_, 'green_led': np.True_}",2572,9606,2,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 23:51:48,23.59,78.78,50.54,False,open,"{'red_led': np.False_, 'green_led': np.False_}",4327,7813,2,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 06:58:42,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 18:28:52,31.74,58.11,74.33,True,,,0,0,0,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 11:29:49,24.19,73.33,177.16,False,,,0,0,0,online,distance_alert,medium,anomaly
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 10:44:14,29.08,58.91,89.22,True,,,0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 19:27:06,19.05,46.17,91.26,True,moving,"{'red_led': np.False_, 'green_led': np.False_}",7596,3127,4,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 02:24:29,26.17,71.43,106.38,False,,,0,0,0,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 02:02:51,21.88,44.83,10.53,False,,,0,0,0,online,temperature_anomaly,medium,anomaly
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 05:25:15,30.39,71.85,72.75,True,,,0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 07:20:18,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,online,temperature_anomaly,medium,anomaly
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 19:43:13,30.64,70.61,122.82,False,,,0,0,0,online,temperature_anomaly,medium,anomaly
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 23:29:45,21.97,73.35,164.18,True,,,0,0,0,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 03:47:07,28.08,66.11,152.3,False,,,0,0,0,online,temperature_anomaly,medium,anomaly
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 17:01:00,29.22,45.47,73.67,False,,,0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 08:45:49,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 09:36:24,20.75,72.31,43.94,False,,,0,0,0,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 06:46:06,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 16:24:24,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,online,temperature_anomaly,medium,anomaly
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 14:12:14,28.99,61.71,162.82,False,,,0,0,0,online,temperature_anomaly,medium,anomaly
led-red-001,Red LED Indicator,actuator,2025-01-01 04:27:29,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 17:34:59,26.3,70.6,186.79,False,closed,"{'red_led': np.True_, 'green_led': np.True_}",8745,9321,2,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 01:05:13,22.78,50.09,19.23,True,,,0,0,0,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 20:17:10,24.44,40.4,108.62,False,,,0,0,0,offline,distance_alert,medium,anomaly
esp32-001,ESP32 Main Controller,esp32,2025-01-01 13:54:25,18.82,48.02,14.54,False,moving,"{'red_led': np.True_, 'green_led': np.False_}",6221,1754,3,online,distance_alert,medium,anomaly
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 22:19:00,19.45,48.33,197.37,False,,,0,0,0,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 06:01:56,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,distance_alert,medium,anomaly
led-red-001,Red LED Indicator,actuator,2025-01-01 11:28:59,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 00:32:03,25.1,53.76,192.12,False,,,0,0,0,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 00:46:04,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 09:48:23,22.73,68.06,159.13,True,,,0,0,0,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 08:01:44,23.41,45.55,183.39,True,,,0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 12:36:16,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,distance_alert,medium,anomaly
led-red-001,Red LED Indicator,actuator,2025-01-01 03:54:32,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 09:24:09,24.62,76.29,76.21,False,,,0,0,0,online,temperature_anomaly,medium,anomaly
led-green-001,Green LED Indicator,actuator,2025-01-01 09:34:42,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,online,temperature_anomaly,medium,anomaly
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 01:54:17,25.87,45.55,68.68,False,,,0,0,0,offline,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 13:45:18,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 10:27:51,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 04:40:52,18.81,43.51,115.43,False,,,0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 00:13:32,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 16:49:53,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 15:25:59,31.36,67.68,199.81,True,,,0,0,0,online,motion_detected,low,anomaly
led-green-001,Green LED Indicator,actuator,2025-01-01 03:30:42,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 09:40:55,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 17:29:31,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 01:33:49,20.82,61.03,93.07,True,,,0,0,0,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 12:39:28,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,offline,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 01:37:12,28.37,63.17,170.75,False,,,0,0,0,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 08:44:24,28.11,43.35,26.08,False,,,0,0,0,online,temperature_anomaly,medium,anomaly
led-red-001,Red LED Indicator,actuator,2025-01-01 18:14:27,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,online,temperature_anomaly,medium,anomaly
led-red-001,Red LED Indicator,actuator,2025-01-01 06:50:17,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 07:54:13,26.17,74.07,61.77,False,,,0,0,0,online,temperature_anomaly,medium,anomaly
led-green-001,Green LED Indicator,actuator,2025-01-01 22:53:16,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 18:49:24,28.9,60.08,96.25,False,moving,"{'red_led': np.True_, 'green_led': np.False_}",2213,7277,3,online,distance_alert,medium,anomaly
led-red-001,Red LED Indicator,actuator,2025-01-01 22:42:57,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 21:11:54,24.87,51.1,99.34,False,,,0,0,0,online,distance_alert,medium,anomaly
esp32-001,ESP32 Main Controller,esp32,2025-01-01 19:22:41,21.13,76.92,171.49,True,closed,"{'red_led': np.False_, 'green_led': np.False_}",7222,3575,2,offline,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 10:46:19,25.81,59.27,52.85,False,,,0,0,0,offline,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 07:29:59,21.52,45.47,72.32,True,,,0,0,0,online,temperature_anomaly,medium,anomaly
led-green-001,Green LED Indicator,actuator,2025-01-01 20:20:03,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 19:09:46,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,online,temperature_anomaly,medium,anomaly
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 16:36:00,22.15,68.48,196.9,False,,,0,0,0,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 08:30:33,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 05:12:16,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 08:49:00,24.51,50.36,155.54,False,,,0,0,0,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 13:08:57,28.44,54.66,67.4,False,,,0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 11:40:15,24.14,44.27,115.81,False,open,"{'red_led': np.False_, 'green_led': np.True_}",3152,6558,2,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 13:00:30,27.71,74.17,176.02,False,open,"{'red_led': np.True_, 'green_led': np.False_}",8824,5511,3,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 15:52:04,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,offline,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 15:10:26,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,online,distance_alert,medium,anomaly
esp32-001,ESP32 Main Controller,esp32,2025-01-01 10:25:29,24.46,65.33,27.37,False,open,"{'red_led': np.False_, 'green_led': np.True_}",9844,4192,2,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 16:22:13,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,offline,motion_detected,low,anomaly
led-red-001,Red LED Indicator,actuator,2025-01-01 10:40:01,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,offline,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 01:31:39,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 08:06:31,30.48,45.32,39.61,False,moving,"{'red_led': np.False_, 'green_led': np.False_}",6597,9010,4,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 23:14:12,21.46,70.22,187.38,True,,,0,0,0,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 07:18:19,29.07,52.54,115.42,True,,,0,0,0,offline,distance_alert,medium,anomaly
esp32-001,ESP32 Main Controller,esp32,2025-01-01 21:42:56,30.43,53.08,169.97,False,closed,"{'red_led': np.False_, 'green_led': np.False_}",3726,7793,3,online,motion_detected,low,anomaly
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 01:30:17,23.66,68.69,12.37,False,,,0,0,0,offline,temperature_anomaly,medium,anomaly
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 03:09:25,24.78,53.34,108.03,True,,,0,0,0,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 07:19:09,27.02,41.37,167.13,False,,,0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 03:58:31,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 20:50:04,19.74,64.46,170.66,False,,,0,0,0,online,temperature_anomaly,medium,anomaly
led-green-001,Green LED Indicator,actuator,2025-01-01 16:26:17,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 12:17:06,27.57,52.65,25.58,False,,,0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 19:52:08,20.87,47.41,14.46,False,moving,"{'red_led': np.False_, 'green_led': np.True_}",6264,9821,3,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 08:05:00,26.08,42.49,145.67,False,closed,"{'red_led': np.False_, 'green_led': np.True_}",7290,5755,3,online,distance_alert,medium,anomaly
led-green-001,Green LED Indicator,actuator,2025-01-01 18:44:23,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 04:23:19,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 08:02:16,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,online,distance_alert,medium,anomaly
led-green-001,Green LED Indicator,actuator,2025-01-01 01:20:11,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,online,distance_alert,medium,anomaly
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 07:10:33,30.33,71.36,117.23,False,,,0,0,0,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 21:14:03,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 10:25:51,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 05:21:00,26.35,40.81,158.51,False,closed,"{'red_led': np.True_, 'green_led': np.True_}",8286,9807,3,online,motion_detected,low,anomaly
led-red-001,Red LED Indicator,actuator,2025-01-01 06:58:20,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 04:49:14,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 14:59:52,31.69,63.8,26.89,False,,,0,0,0,online,motion_detected,low,anomaly
led-green-001,Green LED Indicator,actuator,2025-01-01 03:33:12,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,online,temperature_anomaly,medium,anomaly
led-green-001,Green LED Indicator,actuator,2025-01-01 01:51:59,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,online,none,none,normal
